ID,ID2,OBJECTID,GISJOIN,DECADE,NHGISNAM,NHGISST,NHGISCTY,ICPSRST,ICPSRCTY,ICPSRNAM,STATENAM,SHAPE_AREA,SHAPE_LEN,AreaI,Geo_FIPS,Area Name,Qualifying Area Name,Land Area,Summary Level,FIPS,State FIPS,County FIPS,Total Population,Total Area in Square Miles,"Urban Population of Places With 2,500 People and Over","Urban Population of Cities With 25,000 People and Over",White Population,White: Male,White: Female,Colored Population,Colored: Male,Colored: Female,Free Colored Population,Free Colored: Male,Free Colored: Female,Slave Population,Slave: Male,Slave: Female,Percent Pop Urban,Percent Pop Place or Town,Percent Pop Slave ,Percent Pop Free of Color
"17647","65424","439","0100010","1860",Autauga,"010","0010","41","10",AUTAUGA,Alabama,2553623524.51,307917.894191,2553608587.40644,"0100010",Autauga County                ,"Autauga County, Alabama","985.9596","050","0100010","010","0010","16739","985.9595560865","0","0","7105","3612","3493","9621","4684","4937","14","7","7","9607","4677","4930",0,0,57.3929147499851,0.0836370153533664
"17648","65425","1886","0100030","1860",Baldwin,"010","0030","41","30",BALDWIN,Alabama,4999696274.53,815033.264322,4999694126.27168,"0100030",Baldwin County                ,"Baldwin County, Alabama","1930.394","050","0100030","010","0030","7530","1930.39352594029","0","0","3585","2056","1529","3854","2333","1521","140","67","73","3714","2266","1448",0,0,49.3227091633466,1.85922974767596
"17649","65426","440","0100050","1860",Barbour,"010","0050","41","50",BARBOUR,Alabama,2551271787.32,266287.471188,2551266289.63492,"0100050",Barbour County                ,"Barbour County, Alabama","985.0515","050","0100050","010","0050","30812","985.051545280041","0","0","14629","7490","7139","16183","8016","8167","33","20","13","16150","7996","8154",0,0,52.414643645333,0.107101129430092
"17650","65427","441","0100070","1860",Bibb,"010","0070","41","70",BIBB,Alabama,2201290777.37,248127.777625,2201288026.09342,"0100070",Bibb County                   ,"Bibb County, Alabama","849.9231","050","0100070","010","0070","11894","849.923121729345","0","0","8027","4045","3982","3867","1908","1959","25","9","16","3842","1899","1943",0,0,32.3020010089121,0.210190011770641
"17651","65428","442","0100090","1860",Blount,"010","0090","41","90",BLOUNT,Alabama,2452013534.31,220956.429355,2451883095.34698,"0100090",Blount County                 ,"Blount County, Alabama","946.7277","050","0100090","010","0090","10865","946.727719494311","0","0","10193","5165","5028","672","298","374","6","3","3","666","295","371",0,0,6.12977450529222,0.0552231937413714
"17652","65429","443","0100130","1860",Butler,"010","0130","41","130",BUTLER,Alabama,2591097954.96,233490.361673,2591082138.39044,"0100130",Butler County                 ,"Butler County, Alabama","1000.429","050","0100130","010","0130","18122","1000.42851459054","0","0","11260","5881","5379","6862","3437","3425","44","26","18","6818","3411","3407",0,0,37.6227789427216,0.242798808078579
"17653","65430","444","0100150","1860",Calhoun,"010","0150","41","150",CALHOUN/BENTON,Alabama,2754568231.25,243181.306679,2755100736.57691,"0100150",Calhoun County                ,"Calhoun County, Alabama","1063.545","050","0100150","010","0150","21539","1063.54474119844","0","0","17169","8624","8545","4370","2118","2252","28","11","17","4342","2107","2235",0,0,20.1587817447421,0.129996750081248
"17654","65431","445","0100170","1860",Chambers,"010","0170","41","170",CHAMBERS,Alabama,1935350388.31,190863.10418,1935612951.90998,"0100170",Chambers County               ,"Chambers County, Alabama","747.2430","050","0100170","010","0170","23214","747.242963347979","0","0","11315","5764","5551","11899","5933","5966","50","25","25","11849","5908","5941",0,0,51.0424743689153,0.215387266304816
"17655","65432","446","0100190","1860",Cherokee,"010","0190","41","190",CHEROKEE,Alabama,1854131251.15,225398.582271,1854073067.09277,"0100190",Cherokee County               ,"Cherokee County, Alabama","715.8841","050","0100190","010","0190","18360","715.884079138386","0","0","15321","7665","7656","3039","1495","1544","37","16","21","3002","1479","1523",0,0,16.3507625272331,0.201525054466231
"17656","65433","447","0100230","1860",Choctaw,"010","0230","41","230",CHOCTAW,Alabama,2385019602.56,275139.051252,2385018961.13248,"0100230",Choctaw County                ,"Choctaw County, Alabama","920.8612","050","0100230","010","0230","13877","920.861217805738","0","0","6767","3539","3228","7110","3561","3549","16","9","7","7094","3552","3542",0,0,51.1205591986741,0.115298695683505
"17657","65434","1380","0100250","1860",Clarke,"010","0250","41","250",CLARKE,Alabama,3244024782.63,387134.704475,3244024788.64316,"0100250",Clarke County                 ,"Clarke County, Alabama","1252.525","050","0100250","010","0250","15049","1252.52497242295","0","0","7599","3987","3612","7450","3624","3826","14","7","7","7436","3617","3819",0,0,49.4119210578776,0.0930294371719051
"17658","65435","448","0100310","1860",Coffee,"010","0310","41","310",COFFEE,Alabama,2661053242.07,215713.607015,2661050145.0371,"0100310",Coffee County                 ,"Coffee County, Alabama","1027.438","050","0100310","010","0310","9623","1027.43840197718","0","0","8200","4275","3925","1423","677","746","6","4","2","1417","673","744",0,0,14.7251376909488,0.0623506183102982
"17659","65436","449","0100350","1860",Conecuh,"010","0350","41","350",CONECUH,Alabama,3880658890.11,290024.106007,3880661838.21968,"0100350",Conecuh County                ,"Conecuh County, Alabama","1498.331","050","0100350","010","0350","11311","1498.33077581401","0","0","6419","3318","3101","4892","2467","2425","10","4","6","4882","2463","2419",0,0,43.1615241800018,0.0884095128635841
"17660","65437","450","0100370","1860",Coosa,"010","0370","41","370",COOSA,Alabama,2379130540.24,232283.221313,2379136217.51736,"0100370",Coosa County                  ,"Coosa County, Alabama","918.5874","050","0100370","010","0370","19273","918.5874381295","0","0","14044","7310","6734","5223","2537","2686","11","7","4","5212","2530","2682",0,0,27.0430135422612,0.057074664037773
"17661","65438","451","0100390","1860",Covington,"010","0390","41","390",COVINGTON,Alabama,3066120302.2,241249.801738,3066107155.19093,"0100390",Covington County              ,"Covington County, Alabama","1183.836","050","0100390","010","0390","6469","1183.83566843315","0","0","5631","2863","2768","838","404","434","17","8","9","821","396","425",0,0,12.6912969547071,0.26279177616324
"17662","65439","452","0100450","1860",Dale,"010","0450","41","450",DALE,Alabama,2456749743.47,209499.386512,2456750034.44418,"0100450",Dale County                   ,"Dale County, Alabama","948.5564","050","0100450","010","0450","12197","948.556380076463","0","0","10379","5263","5116","1816","876","940","7","6","1","1809","870","939",0,0,14.8315159465442,0.0573911617610888
"17663","65440","1887","0100470","1860",Dallas,"010","0470","41","470",DALLAS,Alabama,2443234698.75,277227.732283,2443220421.84886,"0100470",Dallas County                 ,"Dallas County, Alabama","943.3382","050","0100470","010","0470","33625","943.33819213109","3177","0","7785","4025","3760","25840","12935","12905","80","28","52","25760","12907","12853",0,9.44832713754647,76.6096654275093,0.237918215613383
"17664","65441","453","0100490","1860",Dekalb,"010","0490","41","490",DE KALB,Alabama,2406920965.82,248442.590691,2406988472.63149,"0100490",Dekalb County                 ,"Dekalb County, Alabama","929.3174","050","0100490","010","0490","10705","929.317381445467","0","0","9853","4866","4987","852","432","420","4","2","2","848","430","418",0,0,7.92153199439514,0.0373657169546941
"17665","65442","454","0100570","1860",Fayette,"010","0570","41","570",FAYETTE,Alabama,2423795587.02,231808.783054,2423593961.67571,"0100570",Fayette County                ,"Fayette County, Alabama","935.8327","050","0100570","010","0570","12850","935.832709123094","0","0","11145","5735","5410","1705","815","890","2","0","2","1703","815","888",0,0,13.2529182879377,0.0155642023346304
"17666","65443","455","0100590","1860",Franklin,"010","0590","41","590",FRANKLIN,Alabama,3105883536.14,247288.389976,3105885141.90433,"0100590",Franklin County               ,"Franklin County, Alabama","1199.188","050","0100590","010","0590","18627","1199.18833890621","0","0","10119","5259","4860","8508","4141","4367","13","5","8","8495","4136","4359",0,0,45.6058409835185,0.0697911633650078
"17667","65444","456","0100630","1860",Greene,"010","0630","41","630",GREENE,Alabama,2516855016.75,310096.355297,2516825328.28936,"0100630",Greene County                 ,"Greene County, Alabama","971.7632","050","0100630","010","0630","30859","971.763155857156","0","0","7251","3887","3364","23608","11987","11621","10","6","4","23598","11981","11617",0,0,76.4703976149584,0.0324054570789721
"17668","65445","457","0100670","1860",Henry,"010","0670","41","670",HENRY,Alabama,2622998170.45,254371.558768,2623001263.35246,"0100670",Henry County                  ,"Henry County, Alabama","1012.745","050","0100670","010","0670","14918","1012.74525666379","0","0","10464","5343","5121","4454","2223","2231","21","10","11","4433","2213","2220",0,0,29.71577959512,0.140769540152836
"17669","65446","458","0100710","1860",Jackson,"010","0710","41","710",JACKSON,Alabama,2916618109.53,257396.864407,2916617698.51365,"0100710",Jackson County                ,"Jackson County, Alabama","1126.113","050","0100710","010","0710","18283","1126.11254906803","0","0","14811","7582","7229","3472","1750","1722","67","26","41","3405","1724","1681",0,0,18.6238582289559,0.366460646502215
"17670","65447","459","0100730","1860",Jefferson,"010","0730","41","730",JEFFERSON,Alabama,2722798144.81,280102.91714,2722794842.22588,"0100730",Jefferson County              ,"Jefferson County, Alabama","1051.278","050","0100730","010","0730","11746","1051.27824223234","0","0","9078","4573","4505","2668","1304","1364","19","6","13","2649","1298","1351",0,0,22.5523582496169,0.161757193938362
"17671","65448","1381","0100770","1860",Lauderdale,"010","0770","41","770",LAUDERDALE,Alabama,1861660236.25,230762.541681,1861659918.70232,"0100770",Lauderdale County             ,"Lauderdale County, Alabama","718.7910","050","0100770","010","0770","17420","718.791036540575","0","0","10639","5312","5327","6781","3385","3396","44","19","25","6737","3366","3371",0,0,38.6739380022962,0.252583237657865
"17672","65449","460","0100790","1860",Lawrence,"010","0790","41","790",LAWRENCE,Alabama,2043539689.41,186480.512316,2043537879.85878,"0100790",Lawrence County               ,"Lawrence County, Alabama","789.0151","050","0100790","010","0790","13975","789.01508608339","0","0","7173","3627","3546","6802","3320","3482","14","9","5","6788","3311","3477",0,0,48.5724508050089,0.100178890876565
"17673","65450","461","0100830","1860",Limestone,"010","0830","41","830",LIMESTONE,Alabama,1572343106.81,169954.079655,1572343492.15025,"0100830",Limestone County              ,"Limestone County, Alabama","607.0851","050","0100830","010","0830","15306","607.085068228109","0","0","7215","3615","3600","8091","3973","4118","6","3","3","8085","3970","4115",0,0,52.8224225793806,0.0392003136025088
"17674","65451","462","0100850","1860",Lowndes,"010","0850","41","850",LOWNDES,Alabama,2189161832.81,287976.361696,2189177884.153,"0100850",Lowndes County                ,"Lowndes County, Alabama","845.2401","050","0100850","010","0850","27716","845.240110048338","0","0","8362","4299","4063","19354","9659","9695","14","9","5","19340","9650","9690",0,0,69.7791889161495,0.0505123394429211
"17675","65452","463","0100870","1860",Macon,"010","0870","41","870",MACON,Alabama,2380477840.88,241090.939926,2380502471.62253,"0100870",Macon County                  ,"Macon County, Alabama","919.1076","050","0100870","010","0870","26802","919.107633815427","0","0","8624","4425","4199","18177","9014","9163","1","0","1","18176","9014","9162",0,0,67.815834639206,0.00373106484590702
"17676","65453","464","0100890","1860",Madison,"010","0890","41","890",MADISON,Alabama,2105290711.2,242475.468192,2105290335.8372,"0100890",Madison County                ,"Madison County, Alabama","812.8573","050","0100890","010","0890","26451","812.857288916965","3634","0","11685","5968","5717","14765","7342","7423","192","105","87","14573","7237","7336",0,13.7386110165967,55.0943253563192,0.725870477486673
"17677","65454","1888","0100910","1860",Marengo,"010","0910","41","910",MARENGO,Alabama,2760350202.67,279780.930601,2760244221.97529,"0100910",Marengo County                ,"Marengo County, Alabama","1065.777","050","0100910","010","0910","31171","1065.77717284697","0","0","6761","3527","3234","24410","12314","12096","1","1","0","24409","12313","12096",0,0,78.3067594879856,0.00320811010233871
"17678","65455","465","0100930","1860",Marion,"010","0930","41","930",MARION,Alabama,2700237980.55,215839.081689,2700437637.83608,"0100930",Marion County                 ,"Marion County, Alabama","1042.568","050","0100930","010","0930","11182","1042.56771410416","0","0","9893","4921","4972","1288","652","636","5","4","1","1283","648","635",0,0,11.4737971740297,0.0447147200858523
"17679","65456","466","0100950","1860",Marshall,"010","0950","41","950",MARSHALL,Alabama,1969998294.83,254393.852384,1970024320.76569,"0100950",Marshall County               ,"Marshall County, Alabama","760.6206","050","0100950","010","0950","11472","760.620594860182","0","0","9596","4865","4731","1872","918","954","51","22","29","1821","896","925",0,0,15.8734309623431,0.444560669456067
"17680","65457","467","0100970","1860",Mobile,"010","0970","41","970",MOBILE,Alabama,3239576660.12,542681.012153,3239575558.17919,"0100970",Mobile County                 ,"Mobile County, Alabama","1250.808","050","0100970","010","0970","41131","1250.80754271834","29258","29258","28559","15730","12829","12571","6455","6116","1195","543","652","11376","5912","5464",71.1336947800929,71.1336947800929,27.6579708735504,2.90535119496244
"17681","65458","468","0100990","1860",Monroe,"010","0990","41","990",MONROE,Alabama,2679448014.38,288428.706954,2679447495.13611,"0100990",Monroe County                 ,"Monroe County, Alabama","1034.541","050","0100990","010","0990","15667","1034.54066328038","0","0","6878","3542","3336","8751","4308","4443","46","15","31","8705","4293","4412",0,0,55.5626476032425,0.293610774238846
"17682","65459","469","0101010","1860",Montgomery,"010","1010","41","1010",MONTGOMERY,Alabama,2592965319.21,326933.957295,2592889409.0045,"0101010",Montgomery County             ,"Montgomery County, Alabama","1001.150","050","0101010","010","1010","35904","1001.14950795911","8843","0","12122","6472","5650","23780","11935","11845","70","27","43","23710","11908","11802",0,24.6295677361854,66.0372103386809,0.194964349376114
"17683","65460","470","0101030","1860",Morgan,"010","1030","41","1030",MORGAN/COTACO,Alabama,1624663577.95,183919.818109,1624866543.31872,"0101030",Morgan County                 ,"Morgan County, Alabama","627.2861","050","0101030","010","1030","11335","627.28611509516","0","0","7592","3781","3811","3743","1835","1908","37","18","19","3706","1817","1889",0,0,32.6951918835465,0.326422584913983
"17684","65461","471","0101050","1860",Perry,"010","1050","41","1050",PERRY,Alabama,2435182216.63,277143.460632,2435194437.46696,"0101050",Perry County                  ,"Perry County, Alabama","940.2291","050","0101050","010","1050","27724","940.229111399249","0","0","9479","4866","4613","18245","9302","8943","39","27","12","18206","9275","8931",0,0,65.6687346703217,0.140672341653441
"17685","65462","472","0101070","1860",Pickens,"010","1070","41","1070",PICKENS,Alabama,2504648959.11,207705.454404,2504728210.50253,"0101070",Pickens County                ,"Pickens County, Alabama","967.0504","050","0101070","010","1070","22316","967.050370649474","0","0","10117","5152","4965","12199","5980","6219","8","4","4","12191","5976","6215",0,0,54.6289657644739,0.0358487184083169
"17686","65463","1382","0101090","1860",Pike,"010","1090","41","1090",PIKE,Alabama,2897373704.89,295551.991686,2897346092.31689,"0101090",Pike County                   ,"Pike County, Alabama","1118.682","050","0101090","010","1090","24435","1118.68224288786","0","0","15646","8068","7578","8789","4436","4353","4","3","1","8785","4433","4352",0,0,35.9525271127481,0.0163699611213423
"17687","65464","473","0101110","1860",Randolph,"010","1110","41","1110",RANDOLPH,Alabama,2303795094.83,193829.52826,2303248110.65907,"0101110",Randolph County               ,"Randolph County, Alabama","889.5003","050","0101110","010","1110","20059","889.500260007473","0","0","18132","9134","8998","1927","906","1021","23","10","13","1904","896","1008",0,0,9.49199860411785,0.114661747843861
"17688","65465","474","0101130","1860",Russell,"010","1130","41","1130",RUSSELL,Alabama,2404531395.37,246645.102344,2404334952.06793,"0101130",Russell County                ,"Russell County, Alabama","928.3948","050","0101130","010","1130","26592","928.39476313564","0","0","10936","5543","5393","15656","7835","7821","18","12","6","15638","7823","7815",0,0,58.8071600481348,0.0676895306859206
"17689","65466","475","0101150","1860",St Clair,"010","1150","41","1150",ST CLAIR,Alabama,1934483408.12,260429.627514,1934479464.05605,"0101150",St Clair County               ,"St Clair County, Alabama","746.9082","050","0101150","010","1150","11013","746.90822042481","0","0","9236","4703","4533","1777","872","905","9","5","4","1768","867","901",0,0,16.0537546535912,0.0817216017433942
"17690","65467","476","0101170","1860",Shelby,"010","1170","41","1170",SHELBY,Alabama,2847617453.28,259235.95141,2847627404.41068,"0101170",Shelby County                 ,"Shelby County, Alabama","1099.471","050","0101170","010","1170","12618","1099.47124671749","0","0","8970","4623","4347","3648","1858","1790","26","7","19","3622","1851","1771",0,0,28.7050245680773,0.206054842288794
"17691","65468","477","0101190","1860",Sumter,"010","1190","41","1190",SUMTER,Alabama,2365464600.9,311665.958715,2365465018.75157,"0101190",Sumter County                 ,"Sumter County, Alabama","913.3110","050","0101190","010","1190","24035","913.310989445563","0","0","5919","3095","2824","18116","9415","8701","25","13","12","18091","9402","8689",0,0,75.2693987934263,0.104014978156855
"17692","65469","1889","0101210","1860",Talladega,"010","1210","41","1210",TALLADEGA,Alabama,3230258524.92,286475.595896,3230263044.18981,"0101210",Talladega County              ,"Talladega County, Alabama","1247.210","050","0101210","010","1210","23520","1247.20979059977","0","0","14634","7305","7329","8886","4441","4445","21","11","10","8865","4430","4435",0,0,37.6913265306122,0.0892857142857143
"17693","65470","478","0101230","1860",Tallapoosa,"010","1230","41","1230",TALLAPOOSA,Alabama,2360371828.89,217050.997778,2360396701.10972,"0101230",Tallapoosa County             ,"Tallapoosa County, Alabama","911.3447","050","0101230","010","1230","23827","911.344659177208","0","0","17154","8718","8436","6673","3221","3452","1","1","0","6672","3220","3452",0,0,28.0018466445629,0.00419691946111554
"17694","65471","479","0101250","1860",Tuscaloosa,"010","1250","41","1250",TUSCALOOSA,Alabama,3712074324.84,318163.326864,3712129074.82847,"0101250",Tuscaloosa County             ,"Tuscaloosa County, Alabama","1433.240","050","0101250","010","1250","23200","1433.23991118919","3989","0","12971","6582","6389","10229","5231","4998","84","35","49","10145","5196","4949",0,17.1939655172414,43.7284482758621,0.362068965517241
"17695","65472","480","0101270","1860",Walker,"010","1270","41","1270",WALKER,Alabama,2372285378.98,237581.589821,2372267177.09413,"0101270",Walker County                 ,"Walker County, Alabama","915.9445","050","0101270","010","1270","7980","915.944506588311","0","0","7461","3777","3684","519","246","273","0","0","0","519","246","273",0,0,6.50375939849624,0
"17696","65473","481","0101290","1860",Washington,"010","1290","41","1290",WASHINGTON,Alabama,2830984702.74,265849.062493,2830985795.76361,"0101290",Washington County             ,"Washington County, Alabama","1093.049","050","0101290","010","1290","4669","1093.04930582389","0","0","2119","1093","1026","2550","1320","1230","56","24","32","2494","1296","1198",0,0,53.416149068323,1.19940029985008
"17697","65474","482","0101310","1860",Wilcox,"010","1310","41","1310",WILCOX,Alabama,2350354980.74,269024.60483,2350354689.26935,"0101310",Wilcox County                 ,"Wilcox County, Alabama","907.4771","050","0101310","010","1310","24618","907.477132480117","0","0","6795","3578","3217","17823","8831","8992","26","15","11","17797","8816","8981",0,0,72.2926314079129,0.105613778536031
"17698","65475","483","0101330","1860",Winston,"010","1330","41","1330",WINSTON/HANCOCK,Alabama,2347930390.99,205709.030623,2347870322.60904,"0101330",Winston County                ,"Winston County, Alabama","906.5410","050","0101330","010","1330","3576","906.540993142953","0","0","3454","1742","1712","122","61","61","0","0","0","122","61","61",0,0,3.41163310961969,0
"17699","65476","2050","0500010","1860",Arkansas,"050","0010","42","10",ARKANSAS,Arkansas,3213476388.77,280916.534652,3213540399.87183,"0500010",Arkansas County               ,"Arkansas County, Arkansas","1240.730","050","0500010","050","0010","8844","1240.73017159962","0","0","3923","2094","1829","4921","2603","2318","0","0","0","4921","2603","2318",0,0,55.6422433288105,0
"17700","65477","484","0500030","1860",Ashley,"050","0030","42","30",ASHLEY,Arkansas,2286490828.54,236904.708252,2286492920.54679,"0500030",Ashley County                 ,"Ashley County, Arkansas","882.8190","050","0500030","050","0030","8590","882.819045432993","0","0","4829","2592","2237","3761","1818","1943","0","0","0","3761","1818","1943",0,0,43.7834691501746,0
"17701","65478","485","0500070","1860",Benton,"050","0070","42","70",BENTON,Arkansas,2274600690.08,217845.790708,2274600340.10259,"0500070",Benton County                 ,"Benton County, Arkansas","878.2282","050","0500070","050","0070","9306","878.228237302778","0","0","8905","4528","4377","385","191","194","1","1","0","384","190","194",0,0,4.12637008381689,0.0107457554266065
"17702","65479","486","0500110","1860",Bradley,"050","0110","42","110",BRADLEY,Arkansas,2640078715.75,345670.87421,2640016715.67245,"0500110",Bradley County                ,"Bradley County, Arkansas","1019.340","050","0500110","050","0110","8388","1019.34009208102","0","0","5698","3026","2672","2690","1263","1427","0","0","0","2690","1263","1427",0,0,32.06962327134,0
"17703","65480","487","0500130","1860",Calhoun,"050","0130","42","130",CALHOUN,Arkansas,1638289196.07,256256.437951,1638288883.23675,"0500130",Calhoun County                ,"Calhoun County, Arkansas","632.5470","050","0500130","050","0130","4103","632.546995669001","0","0","3122","1660","1462","981","492","489","0","0","0","981","492","489",0,0,23.9093346331952,0
"17704","65481","488","0500150","1860",Carroll,"050","0150","42","150",CARROLL,Arkansas,2661123020.68,218345.55239,2661113493.63579,"0500150",Carroll County                ,"Carroll County, Arkansas","1027.465","050","0500150","050","0150","9383","1027.46534364915","0","0","9053","4641","4412","330","152","178","0","0","0","330","152","178",0,0,3.51699882766706,0
"17705","65482","489","0500170","1860",Chicot,"050","0170","42","170",CHICOT,Arkansas,2377307849.47,332728.843018,2377190530.62581,"0500170",Chicot County                 ,"Chicot County, Arkansas","917.8837","050","0500170","050","0170","9234","917.883693288014","0","0","1722","1011","711","7512","3888","3624","0","0","0","7512","3888","3624",0,0,81.351526965562,0
"17706","65483","490","0500190","1860",Clark,"050","0190","42","190",CLARK,Arkansas,2340513026.64,317741.622705,2340494530.44517,"0500190",Clark County                  ,"Clark County, Arkansas","903.6771","050","0500190","050","0190","9735","903.677132753328","0","0","7516","3990","3526","2219","1085","1134","5","2","3","2214","1083","1131",0,0,22.7426810477658,0.0513610683102209
"17707","65484","491","0500270","1860",Columbia,"050","0270","42","270",COLUMBIA,Arkansas,2466058956.65,214944.999536,2466020172.76254,"0500270",Columbia County               ,"Columbia County, Arkansas","952.1507","050","0500270","050","0270","12449","952.150687383852","0","0","8845","4682","4163","3604","1817","1787","5","3","2","3599","1814","1785",0,0,28.9099526066351,0.040163868583822
"17708","65485","1890","0500290","1860",Conway,"050","0290","42","290",CONWAY,Arkansas,2672941725.8,263128.554524,2672974353.48159,"0500290",Conway County                 ,"Conway County, Arkansas","1032.029","050","0500290","050","0290","6697","1032.02857121257","0","0","5895","3104","2791","802","377","425","0","0","0","802","377","425",0,0,11.9755114230252,0
"17709","65486","492","0500310","1860",Craighead,"050","0310","42","310",CRAIGHEAD,Arkansas,2504470196.61,222361.93833,2505015223.93782,"0500310",Craighead County              ,"Craighead County, Arkansas","966.9814","050","0500310","050","0310","3066","966.981350062276","0","0","2978","1564","1414","88","44","44","1","0","1","87","44","43",0,0,2.83757338551859,0.0326157860404436
"17710","65487","493","0500330","1860",Crawford,"050","0330","42","330",CRAWFORD,Arkansas,1389139229.52,169372.569229,1389137636.69087,"0500330",Crawford County               ,"Crawford County, Arkansas","536.3497","050","0500330","050","0330","7850","536.349655669268","0","0","6986","3597","3389","864","403","461","6","0","6","858","403","455",0,0,10.9299363057325,0.0764331210191083
"17711","65488","494","0500350","1860",Crittenden,"050","0350","42","350",CRITTENDEN,Arkansas,2680264658.76,355719.506912,2680273539.53941,"0500350",Crittenden County             ,"Crittenden County, Arkansas","1034.856","050","0500350","050","0350","4920","1034.85597143863","0","0","2573","1522","1051","2347","1231","1116","0","0","0","2347","1231","1116",0,0,47.7032520325203,0
"17712","65489","495","0500390","1860",Dallas,"050","0390","42","390",DALLAS,Arkansas,2225514384.42,270816.804826,2225551688.73201,"0500390",Dallas County                 ,"Dallas County, Arkansas","859.2759","050","0500390","050","0390","8283","859.275908710118","0","0","4788","2508","2280","3495","1865","1630","1","0","1","3494","1865","1629",0,0,42.1827840154533,0.0120729204394543
"17713","65490","2051","0500410","1860",Desha,"050","0410","42","410",DESHA,Arkansas,2299215857.62,318228.284609,2299298287.23497,"0500410",Desha County                  ,"Desha County, Arkansas","887.7322","050","0500410","050","0410","6459","887.732206634119","0","0","2655","1532","1123","3804","1963","1841","20","8","12","3784","1955","1829",0,0,58.5849202662951,0.309645455952934
"17714","65491","496","0500430","1860",Drew,"050","0430","42","430",DREW,Arkansas,2466844229.63,247237.329983,2466726823.22887,"0500430",Drew County                   ,"Drew County, Arkansas","952.4539","050","0500430","050","0430","9078","952.453882976835","0","0","5581","2955","2626","3497","1725","1772","0","0","0","3497","1725","1772",0,0,38.5217008151575,0
"17715","65492","497","0500470","1860",Franklin,"050","0470","42","470",FRANKLIN,Arkansas,2151668854.79,214960.872394,2151658950.52754,"0500470",Franklin County               ,"Franklin County, Arkansas","830.7640","050","0500470","050","0470","7298","830.763990287476","0","0","6330","3319","3011","968","497","471","6","4","2","962","493","469",0,0,13.181693614689,0.0822143052891203
"17716","65493","498","0500490","1860",Fulton,"050","0490","42","490",FULTON,Arkansas,2809431598.56,307779.356879,2809541612.70252,"0500490",Fulton County                 ,"Fulton County, Arkansas","1084.728","050","0500490","050","0490","4024","1084.72760576684","0","0","3936","2086","1850","88","33","55","0","0","0","88","33","55",0,0,2.18687872763419,0
"17717","65494","499","0500550","1860",Greene,"050","0550","42","550",GREENE,Arkansas,2363085400.47,264346.332385,2363088134.84819,"0500550",Greene County                 ,"Greene County, Arkansas","912.3924","050","0500550","050","0550","5843","912.392375022847","0","0","5654","2934","2720","189","82","107","0","0","0","189","82","107",0,0,3.23463973985966,0
"17718","65495","500","0500570","1860",Hempstead,"050","0570","42","570",HEMPSTEAD,Arkansas,2957395610.94,290116.926694,2957417952.86024,"0500570",Hempstead County              ,"Hempstead County, Arkansas","1141.857","050","0500570","050","0570","13989","1141.85683040106","0","0","8589","4618","3971","5400","2735","2665","2","2","0","5398","2733","2665",0,0,38.5874615769533,0.014296947601687
"17719","65496","501","0500590","1860",Hot Spring,"050","0590","42","590",HOT SPRING,Arkansas,2569205054.39,266408.685869,2569174741.38732,"0500590",Hot Spring County             ,"Hot Spring County, Arkansas","991.9756","050","0500590","050","0590","5635","991.975618413691","0","0","5019","2632","2387","616","300","316","3","2","1","613","298","315",0,0,10.8784383318545,0.0532386867790594
"17720","65497","502","0500630","1860",Independence,"050","0630","42","630",INDEPENDENCE,Arkansas,2736579082.6,272495.005307,2736390418.50577,"0500630",Independence County           ,"Independence County, Arkansas","1056.599","050","0500630","050","0630","14307","1056.5990920661","0","0","12970","6793","6177","1337","647","690","0","0","0","1337","647","690",0,0,9.34507583700286,0
"17721","65498","503","0500650","1860",Izard,"050","0650","42","650",IZARD,Arkansas,2288690594.4,224609.970535,2288752175.19251,"0500650",Izard County                  ,"Izard County, Arkansas","883.6684","050","0500650","050","0650","7215","883.668379780833","0","0","6831","3486","3345","382","181","201","0","0","0","382","181","201",0,0,5.29452529452529,0
"17722","65499","1891","0500670","1860",Jackson,"050","0670","42","670",JACKSON,Arkansas,2470595638.37,339498.435248,2471003116.92918,"0500670",Jackson County                ,"Jackson County, Arkansas","953.9023","050","0500670","050","0670","10493","953.90230999064","0","0","7957","4234","3723","2536","1254","1282","1","0","1","2535","1254","1281",0,0,24.1589631182693,0.00953016296578671
"17723","65500","504","0500690","1860",Jefferson,"050","0690","42","690",JEFFERSON,Arkansas,3292359988.73,231852.666909,3292457203.26697,"0500690",Jefferson County              ,"Jefferson County, Arkansas","1271.187","050","0500690","050","0690","14971","1271.18729985387","0","0","7813","4271","3542","7158","3670","3488","12","3","9","7146","3667","3479",0,0,47.7322824126645,0.0801549662681184
"17724","65501","505","0500710","1860",Johnson,"050","0710","42","710",JOHNSON,Arkansas,2175299315.59,242791.371126,2175260288.54608,"0500710",Johnson County                ,"Johnson County, Arkansas","839.8878","050","0500710","050","0710","7612","839.887762220521","0","0","6639","3476","3163","973","486","487","0","0","0","973","486","487",0,0,12.7824487651077,0
"17725","65502","506","0500730","1860",Lafayette,"050","0730","42","730",LAFAYETTE,Arkansas,2915868311.78,256261.126803,2915872158.67833,"0500730",Lafayette County              ,"Lafayette County, Arkansas","1125.823","050","0500730","050","0730","8464","1125.82305053794","0","0","4146","2263","1883","4318","2298","2020","7","4","3","4311","2294","2017",0,0,50.9333648393195,0.082703213610586
